g,date,opponent,outcome,w,l,pts,opts,team_master,team_abbrev,season
65,"Mon, Apr 23, 2012",San Antonio Spurs,L,28,37,89,124,POR,POR,2012
66,"Thu, Apr 26, 2012",Utah Jazz,L,28,38,94,96,POR,POR,2012
1,"Wed, Oct 31, 2012",Los Angeles Lakers,W,1,0,116,106,POR,POR,2013
2,"Fri, Nov 2, 2012",Oklahoma City Thunder,L,1,1,92,106,POR,POR,2013
3,"Sat, Nov 3, 2012",Houston Rockets,W,2,1,95,85,POR,POR,2013
4,"Mon, Nov 5, 2012",Dallas Mavericks,L,2,2,91,114,POR,POR,2013
5,"Thu, Nov 8, 2012",Los Angeles Clippers,L,2,3,90,103,POR,POR,2013
6,"Sat, Nov 10, 2012",San Antonio Spurs,L,2,4,109,112,POR,POR,2013
7,"Mon, Nov 12, 2012",Atlanta Hawks,L,2,5,87,95,POR,POR,2013
8,"Tue, Nov 13, 2012",Sacramento Kings,W,3,5,103,86,POR,POR,2013
9,"Fri, Nov 16, 2012",Houston Rockets,W,4,5,119,117,POR,POR,2013
10,"Sun, Nov 18, 2012",Chicago Bulls,W,5,5,102,94,POR,POR,2013
11,"Wed, Nov 21, 2012",Phoenix Suns,L,5,6,87,114,POR,POR,2013
12,"Fri, Nov 23, 2012",Minnesota Timberwolves,W,6,6,103,95,POR,POR,2013
13,"Sun, Nov 25, 2012",Brooklyn Nets,L,6,7,85,98,POR,POR,2013
14,"Mon, Nov 26, 2012",Detroit Pistons,L,6,8,101,108,POR,POR,2013
15,"Wed, Nov 28, 2012",Washington Wizards,L,6,9,82,84,POR,POR,2013
16,"Fri, Nov 30, 2012",Boston Celtics,L,6,10,78,96,POR,POR,2013
17,"Sat, Dec 1, 2012",Cleveland Cavaliers,W,7,10,118,117,POR,POR,2013
18,"Mon, Dec 3, 2012",Charlotte Bobcats,W,8,10,118,112,POR,POR,2013
19,"Wed, Dec 5, 2012",Indiana Pacers,L,8,11,92,99,POR,POR,2013
20,"Sat, Dec 8, 2012",Sacramento Kings,L,8,12,80,99,POR,POR,2013
21,"Mon, Dec 10, 2012",Toronto Raptors,W,9,12,92,74,POR,POR,2013
22,"Thu, Dec 13, 2012",San Antonio Spurs,W,10,12,98,90,POR,POR,2013
23,"Sun, Dec 16, 2012",New Orleans Hornets,W,11,12,95,94,POR,POR,2013
24,"Thu, Dec 20, 2012",Denver Nuggets,W,12,12,101,93,POR,POR,2013
25,"Sat, Dec 22, 2012",Phoenix Suns,W,13,12,96,93,POR,POR,2013
26,"Sun, Dec 23, 2012",Sacramento Kings,L,13,13,96,108,POR,POR,2013
27,"Wed, Dec 26, 2012",Sacramento Kings,W,14,13,109,91,POR,POR,2013
28,"Fri, Dec 28, 2012",Los Angeles Lakers,L,14,14,87,104,POR,POR,2013
29,"Sat, Dec 29, 2012",Philadelphia 76ers,W,15,14,89,85,POR,POR,2013
30,"Tue, Jan 1, 2013",New York Knicks,W,16,14,105,100,POR,POR,2013
31,"Wed, Jan 2, 2013",Toronto Raptors,L,16,15,79,102,POR,POR,2013
32,"Fri, Jan 4, 2013",Memphis Grizzlies,W,17,15,86,84,POR,POR,2013
33,"Sat, Jan 5, 2013",Minnesota Timberwolves,W,18,15,102,97,POR,POR,2013
34,"Mon, Jan 7, 2013",Orlando Magic,W,19,15,125,119,POR,POR,2013
35,"Thu, Jan 10, 2013",Miami Heat,W,20,15,92,90,POR,POR,2013
36,"Fri, Jan 11, 2013",Golden State Warriors,L,20,16,97,103,POR,POR,2013
37,"Sun, Jan 13, 2013",Oklahoma City Thunder,L,20,17,83,87,POR,POR,2013
38,"Tue, Jan 15, 2013",Denver Nuggets,L,20,18,111,115,POR,POR,2013
39,"Wed, Jan 16, 2013",Cleveland Cavaliers,L,20,19,88,93,POR,POR,2013
40,"Sat, Jan 19, 2013",Milwaukee Bucks,L,20,20,104,110,POR,POR,2013
41,"Mon, Jan 21, 2013",Washington Wizards,L,20,21,95,98,POR,POR,2013
42,"Wed, Jan 23, 2013",Indiana Pacers,W,21,21,100,80,POR,POR,2013
43,"Sat, Jan 26, 2013",Los Angeles Clippers,W,22,21,101,100,POR,POR,2013
44,"Sun, Jan 27, 2013",Los Angeles Clippers,L,22,22,83,96,POR,POR,2013
45,"Tue, Jan 29, 2013",Dallas Mavericks,W,23,22,106,104,POR,POR,2013
46,"Fri, Feb 1, 2013",Utah Jazz,L,23,23,77,86,POR,POR,2013
47,"Sat, Feb 2, 2013",Utah Jazz,W,24,23,105,99,POR,POR,2013
48,"Mon, Feb 4, 2013",Minnesota Timberwolves,W,25,23,100,98,POR,POR,2013
49,"Wed, Feb 6, 2013",Dallas Mavericks,L,25,24,99,105,POR,POR,2013
50,"Fri, Feb 8, 2013",Houston Rockets,L,25,25,103,118,POR,POR,2013
51,"Sun, Feb 10, 2013",Orlando Magic,L,25,26,104,110,POR,POR,2013
52,"Tue, Feb 12, 2013",Miami Heat,L,25,27,104,117,POR,POR,2013
53,"Wed, Feb 13, 2013",New Orleans Hornets,L,25,28,63,99,POR,POR,2013
54,"Tue, Feb 19, 2013",Phoenix Suns,L,25,29,98,102,POR,POR,2013
55,"Fri, Feb 22, 2013",Los Angeles Lakers,L,25,30,107,111,POR,POR,2013
56,"Sun, Feb 24, 2013",Boston Celtics,W,26,30,92,86,POR,POR,2013
57,"Wed, Feb 27, 2013",Denver Nuggets,L,26,31,109,111,POR,POR,2013
58,"Sat, Mar 2, 2013",Minnesota Timberwolves,W,27,31,109,94,POR,POR,2013
59,"Mon, Mar 4, 2013",Charlotte Bobcats,W,28,31,122,105,POR,POR,2013
60,"Wed, Mar 6, 2013",Memphis Grizzlies,L,28,32,85,91,POR,POR,2013
61,"Fri, Mar 8, 2013",San Antonio Spurs,W,29,32,136,106,POR,POR,2013
62,"Sun, Mar 10, 2013",New Orleans Hornets,L,29,33,96,98,POR,POR,2013
63,"Tue, Mar 12, 2013",Memphis Grizzlies,L,29,34,97,102,POR,POR,2013
64,"Thu, Mar 14, 2013",New York Knicks,W,30,34,105,90,POR,POR,2013
65,"Sat, Mar 16, 2013",Detroit Pistons,W,31,34,112,101,POR,POR,2013
66,"Mon, Mar 18, 2013",Philadelphia 76ers,L,31,35,100,101,POR,POR,2013
67,"Tue, Mar 19, 2013",Milwaukee Bucks,L,31,36,95,102,POR,POR,2013
68,"Thu, Mar 21, 2013",Chicago Bulls,W,32,36,99,89,POR,POR,2013
69,"Fri, Mar 22, 2013",Atlanta Hawks,W,33,36,104,93,POR,POR,2013
70,"Sun, Mar 24, 2013",Oklahoma City Thunder,L,33,37,83,103,POR,POR,2013
71,"Wed, Mar 27, 2013",Brooklyn Nets,L,33,38,93,111,POR,POR,2013
72,"Fri, Mar 29, 2013",Utah Jazz,L,33,39,95,105,POR,POR,2013
73,"Sat, Mar 30, 2013",Golden State Warriors,L,33,40,98,125,POR,POR,2013
74,"Mon, Apr 1, 2013",Utah Jazz,L,33,41,102,112,POR,POR,2013
75,"Wed, Apr 3, 2013",Memphis Grizzlies,L,33,42,76,94,POR,POR,2013
76,"Fri, Apr 5, 2013",Houston Rockets,L,33,43,98,116,POR,POR,2013
77,"Sun, Apr 7, 2013",Dallas Mavericks,L,33,44,91,96,POR,POR,2013
78,"Wed, Apr 10, 2013",Los Angeles Lakers,L,33,45,106,113,POR,POR,2013
79,"Fri, Apr 12, 2013",Oklahoma City Thunder,L,33,46,90,106,POR,POR,2013
80,"Sun, Apr 14, 2013",Denver Nuggets,L,33,47,109,118,POR,POR,2013
81,"Tue, Apr 16, 2013",Los Angeles Clippers,L,33,48,77,93,POR,POR,2013
82,"Wed, Apr 17, 2013",Golden State Warriors,L,33,49,88,99,POR,POR,2013
1,"Wed, Oct 30, 2013",Phoenix Suns,L,0,1,91,104,POR,POR,2014
2,"Fri, Nov 1, 2013",Denver Nuggets,W,1,1,113,98,POR,POR,2014
3,"Sat, Nov 2, 2013",San Antonio Spurs,W,2,1,115,105,POR,POR,2014
4,"Tue, Nov 5, 2013",Houston Rockets,L,2,2,101,116,POR,POR,2014
5,"Fri, Nov 8, 2013",Sacramento Kings,W,3,2,104,91,POR,POR,2014
6,"Sat, Nov 9, 2013",Sacramento Kings,W,4,2,96,85,POR,POR,2014
7,"Mon, Nov 11, 2013",Detroit Pistons,W,5,2,109,103,POR,POR,2014
8,"Wed, Nov 13, 2013",Phoenix Suns,W,6,2,90,89,POR,POR,2014
9,"Fri, Nov 15, 2013",Boston Celtics,W,7,2,109,96,POR,POR,2014
10,"Sun, Nov 17, 2013",Toronto Raptors,W,8,2,118,110,POR,POR,2014
11,"Mon, Nov 18, 2013",Brooklyn Nets,W,9,2,108,98,POR,POR,2014
12,"Wed, Nov 20, 2013",Milwaukee Bucks,W,10,2,91,82,POR,POR,2014
13,"Fri, Nov 22, 2013",Chicago Bulls,W,11,2,98,95,POR,POR,2014
14,"Sat, Nov 23, 2013",Golden State Warriors,W,12,2,113,101,POR,POR,2014
15,"Mon, Nov 25, 2013",New York Knicks,W,13,2,102,91,POR,POR,2014
16,"Wed, Nov 27, 2013",Phoenix Suns,L,13,3,106,120,POR,POR,2014
17,"Sun, Dec 1, 2013",Los Angeles Lakers,W,14,3,114,108,POR,POR,2014
18,"Mon, Dec 2, 2013",Indiana Pacers,W,15,3,106,102,POR,POR,2014
19,"Wed, Dec 4, 2013",Oklahoma City Thunder,W,16,3,111,104,POR,POR,2014
20,"Fri, Dec 6, 2013",Utah Jazz,W,17,3,130,98,POR,POR,2014
21,"Sat, Dec 7, 2013",Dallas Mavericks,L,17,4,106,108,POR,POR,2014
22,"Mon, Dec 9, 2013",Utah Jazz,W,18,4,105,94,POR,POR,2014
23,"Thu, Dec 12, 2013",Houston Rockets,W,19,4,111,104,POR,POR,2014
24,"Sat, Dec 14, 2013",Philadelphia 76ers,W,20,4,139,105,POR,POR,2014
25,"Sun, Dec 15, 2013",Detroit Pistons,W,21,4,111,109,POR,POR,2014
26,"Tue, Dec 17, 2013",Cleveland Cavaliers,W,22,4,119,116,POR,POR,2014
27,"Wed, Dec 18, 2013",Minnesota Timberwolves,L,22,5,109,120,POR,POR,2014
28,"Sat, Dec 21, 2013",New Orleans Pelicans,W,23,5,110,107,POR,POR,2014
29,"Thu, Dec 26, 2013",Los Angeles Clippers,W,24,5,116,112,POR,POR,2014
30,"Sat, Dec 28, 2013",Miami Heat,L,24,6,107,108,POR,POR,2014
31,"Mon, Dec 30, 2013",New Orleans Pelicans,L,24,7,108,110,POR,POR,2014
32,"Tue, Dec 31, 2013",Oklahoma City Thunder,W,25,7,98,94,POR,POR,2014
33,"Thu, Jan 2, 2014",Charlotte Bobcats,W,26,7,134,104,POR,POR,2014
34,"Sat, Jan 4, 2014",Philadelphia 76ers,L,26,8,99,101,POR,POR,2014
35,"Tue, Jan 7, 2014",Sacramento Kings,L,26,9,119,123,POR,POR,2014
36,"Wed, Jan 8, 2014",Orlando Magic,W,27,9,110,94,POR,POR,2014
37,"Sat, Jan 11, 2014",Boston Celtics,W,28,9,112,104,POR,POR,2014
38,"Wed, Jan 15, 2014",Cleveland Cavaliers,W,29,9,108,96,POR,POR,2014
39,"Fri, Jan 17, 2014",San Antonio Spurs,W,30,9,109,100,POR,POR,2014
40,"Sat, Jan 18, 2014",Dallas Mavericks,W,31,9,127,111,POR,POR,2014
41,"Mon, Jan 20, 2014",Houston Rockets,L,31,10,113,126,POR,POR,2014
42,"Tue, Jan 21, 2014",Oklahoma City Thunder,L,31,11,97,105,POR,POR,2014
43,"Thu, Jan 23, 2014",Denver Nuggets,W,32,11,110,105,POR,POR,2014
44,"Sat, Jan 25, 2014",Minnesota Timberwolves,W,33,11,115,104,POR,POR,2014
45,"Sun, Jan 26, 2014",Golden State Warriors,L,33,12,88,103,POR,POR,2014
46,"Tue, Jan 28, 2014",Memphis Grizzlies,L,33,13,81,98,POR,POR,2014
47,"Sat, Feb 1, 2014",Toronto Raptors,W,34,13,106,103,POR,POR,2014
48,"Mon, Feb 3, 2014",Washington Wizards,L,34,14,90,100,POR,POR,2014
49,"Wed, Feb 5, 2014",New York Knicks,W,35,14,94,90,POR,POR,2014
50,"Fri, Feb 7, 2014",Indiana Pacers,L,35,15,113,118,POR,POR,2014
51,"Sat, Feb 8, 2014",Minnesota Timberwolves,W,36,15,117,110,POR,POR,2014
52,"Tue, Feb 11, 2014",Oklahoma City Thunder,L,36,16,95,98,POR,POR,2014
53,"Wed, Feb 12, 2014",Los Angeles Clippers,L,36,17,117,122,POR,POR,2014
54,"Wed, Feb 19, 2014",San Antonio Spurs,L,36,18,109,111,POR,POR,2014
55,"Fri, Feb 21, 2014",Utah Jazz,W,37,18,102,94,POR,POR,2014
56,"Sun, Feb 23, 2014",Minnesota Timberwolves,W,38,18,108,97,POR,POR,2014
57,"Tue, Feb 25, 2014",Denver Nuggets,W,39,18,100,95,POR,POR,2014
58,"Wed, Feb 26, 2014",Brooklyn Nets,W,40,18,124,80,POR,POR,2014
59,"Sat, Mar 1, 2014",Denver Nuggets,W,41,18,102,96,POR,POR,2014
60,"Mon, Mar 3, 2014",Los Angeles Lakers,L,41,19,106,107,POR,POR,2014
61,"Wed, Mar 5, 2014",Atlanta Hawks,W,42,19,102,78,POR,POR,2014
62,"Fri, Mar 7, 2014",Dallas Mavericks,L,42,20,98,103,POR,POR,2014
63,"Sun, Mar 9, 2014",Houston Rockets,L,42,21,113,118,POR,POR,2014
64,"Tue, Mar 11, 2014",Memphis Grizzlies,L,42,22,99,109,POR,POR,2014
65,"Wed, Mar 12, 2014",San Antonio Spurs,L,42,23,90,103,POR,POR,2014
66,"Fri, Mar 14, 2014",New Orleans Pelicans,W,43,23,111,103,POR,POR,2014
67,"Sun, Mar 16, 2014",Golden State Warriors,L,43,24,112,113,POR,POR,2014
68,"Tue, Mar 18, 2014",Milwaukee Bucks,W,44,24,120,115,POR,POR,2014
69,"Thu, Mar 20, 2014",Washington Wizards,W,45,24,116,103,POR,POR,2014
70,"Sat, Mar 22, 2014",Charlotte Bobcats,L,45,25,94,124,POR,POR,2014
71,"Mon, Mar 24, 2014",Miami Heat,L,45,26,91,93,POR,POR,2014
72,"Tue, Mar 25, 2014",Orlando Magic,L,45,27,85,95,POR,POR,2014
73,"Thu, Mar 27, 2014",Atlanta Hawks,W,46,27,100,85,POR,POR,2014
74,"Fri, Mar 28, 2014",Chicago Bulls,W,47,27,91,74,POR,POR,2014
75,"Sun, Mar 30, 2014",Memphis Grizzlies,W,48,27,105,98,POR,POR,2014
76,"Tue, Apr 1, 2014",Los Angeles Lakers,W,49,27,124,112,POR,POR,2014
77,"Fri, Apr 4, 2014",Phoenix Suns,L,49,28,93,109,POR,POR,2014
78,"Sun, Apr 6, 2014",New Orleans Pelicans,W,50,28,100,94,POR,POR,2014
79,"Wed, Apr 9, 2014",Sacramento Kings,W,51,28,100,99,POR,POR,2014
80,"Fri, Apr 11, 2014",Utah Jazz,W,52,28,111,99,POR,POR,2014
81,"Sun, Apr 13, 2014",Golden State Warriors,W,53,28,119,117,POR,POR,2014
82,"Wed, Apr 16, 2014",Los Angeles Clippers,W,54,28,110,104,POR,POR,2014
1,"Wed, Oct 29, 2014",Oklahoma City Thunder,,1,0,106,89,POR,POR,2015
2,"Fri, Oct 31, 2014",Sacramento Kings,@,1,1,94,103,POR,POR,2015
3,"Sun, Nov 2, 2014",Golden State Warriors,,1,2,90,95,POR,POR,2015
4,"Tue, Nov 4, 2014",Cleveland Cavaliers,,2,2,101,82,POR,POR,2015
5,"Thu, Nov 6, 2014",Dallas Mavericks,,3,2,108,87,POR,POR,2015
6,"Sat, Nov 8, 2014",Los Angeles Clippers,@,3,3,102,106,POR,POR,2015
7,"Sun, Nov 9, 2014",Denver Nuggets,,4,3,116,100,POR,POR,2015
8,"Tue, Nov 11, 2014",Charlotte Hornets,,5,3,102,100,POR,POR,2015
9,"Wed, Nov 12, 2014",Denver Nuggets,@,6,3,130,113,POR,POR,2015
10,"Sat, Nov 15, 2014",Brooklyn Nets,,7,3,97,87,POR,POR,2015
11,"Mon, Nov 17, 2014",New Orleans Pelicans,,8,3,102,93,POR,POR,2015
12,"Fri, Nov 21, 2014",Chicago Bulls,,9,3,105,87,POR,POR,2015
13,"Sun, Nov 23, 2014",Boston Celtics,@,10,3,94,88,POR,POR,2015
14,"Mon, Nov 24, 2014",Philadelphia 76ers,@,11,3,114,104,POR,POR,2015
15,"Wed, Nov 26, 2014",Charlotte Hornets,@,12,3,105,97,POR,POR,2015
16,"Fri, Nov 28, 2014",Memphis Grizzlies,,12,4,99,112,POR,POR,2015
17,"Sun, Nov 30, 2014",Minnesota Timberwolves,,13,4,107,93,POR,POR,2015
18,"Tue, Dec 2, 2014",Denver Nuggets,@,14,4,105,103,POR,POR,2015
19,"Thu, Dec 4, 2014",Indiana Pacers,,15,4,88,82,POR,POR,2015
20,"Sun, Dec 7, 2014",New York Knicks,@,16,4,103,99,POR,POR,2015
21,"Tue, Dec 9, 2014",Detroit Pistons,@,17,4,98,86,POR,POR,2015
22,"Wed, Dec 10, 2014",Minnesota Timberwolves,@,17,5,82,90,POR,POR,2015
23,"Fri, Dec 12, 2014",Chicago Bulls,@,17,6,106,115,POR,POR,2015
24,"Sat, Dec 13, 2014",Indiana Pacers,@,18,6,95,85,POR,POR,2015
25,"Mon, Dec 15, 2014",San Antonio Spurs,,19,6,108,95,POR,POR,2015
26,"Wed, Dec 17, 2014",Milwaukee Bucks,,20,6,104,97,POR,POR,2015
27,"Fri, Dec 19, 2014",San Antonio Spurs,@,21,6,129,119,POR,POR,2015
28,"Sat, Dec 20, 2014",New Orleans Pelicans,@,22,6,114,88,POR,POR,2015
29,"Mon, Dec 22, 2014",Houston Rockets,@,22,7,95,110,POR,POR,2015
30,"Tue, Dec 23, 2014",Oklahoma City Thunder,@,23,7,115,111,POR,POR,2015
31,"Fri, Dec 26, 2014",Philadelphia 76ers,,24,7,114,93,POR,POR,2015
32,"Sun, Dec 28, 2014",New York Knicks,,25,7,101,79,POR,POR,2015
33,"Tue, Dec 30, 2014",Toronto Raptors,,26,7,102,97,POR,POR,2015
34,"Sat, Jan 3, 2015",Atlanta Hawks,,26,8,107,115,POR,POR,2015
35,"Mon, Jan 5, 2015",Los Angeles Lakers,,27,8,98,94,POR,POR,2015
36,"Thu, Jan 8, 2015",Miami Heat,,28,8,99,83,POR,POR,2015
37,"Sat, Jan 10, 2015",Orlando Magic,,29,8,103,92,POR,POR,2015
38,"Sun, Jan 11, 2015",Los Angeles Lakers,@,30,8,106,94,POR,POR,2015
39,"Wed, Jan 14, 2015",Los Angeles Clippers,,30,9,94,100,POR,POR,2015
40,"Fri, Jan 16, 2015",San Antonio Spurs,@,30,10,96,110,POR,POR,2015
41,"Sat, Jan 17, 2015",Memphis Grizzlies,@,30,11,98,102,POR,POR,2015
42,"Mon, Jan 19, 2015",Sacramento Kings,,31,11,98,94,POR,POR,2015
43,"Wed, Jan 21, 2015",Phoenix Suns,@,31,12,113,118,POR,POR,2015
44,"Thu, Jan 22, 2015",Boston Celtics,,31,13,89,90,POR,POR,2015
45,"Sat, Jan 24, 2015",Washington Wizards,,32,13,103,96,POR,POR,2015
46,"Wed, Jan 28, 2015",Cleveland Cavaliers,@,32,14,94,99,POR,POR,2015
47,"Fri, Jan 30, 2015",Atlanta Hawks,@,32,15,99,105,POR,POR,2015
48,"Sat, Jan 31, 2015",Milwaukee Bucks,@,32,16,88,95,POR,POR,2015
49,"Tue, Feb 3, 2015",Utah Jazz,,33,16,103,102,POR,POR,2015
50,"Thu, Feb 5, 2015",Phoenix Suns,,34,16,108,87,POR,POR,2015
51,"Sat, Feb 7, 2015",Dallas Mavericks,@,34,17,101,111,POR,POR,2015
52,"Sun, Feb 8, 2015",Houston Rockets,@,35,17,109,98,POR,POR,2015
53,"Wed, Feb 11, 2015",Los Angeles Lakers,,36,17,102,86,POR,POR,2015
54,"Fri, Feb 20, 2015",Utah Jazz,@,36,18,76,92,POR,POR,2015
55,"Sun, Feb 22, 2015",Memphis Grizzlies,,36,19,92,98,POR,POR,2015
56,"Wed, Feb 25, 2015",San Antonio Spurs,,37,19,111,95,POR,POR,2015
57,"Fri, Feb 27, 2015",Oklahoma City Thunder,,38,19,115,112,POR,POR,2015
58,"Sun, Mar 1, 2015",Sacramento Kings,@,39,19,110,99,POR,POR,2015
59,"Wed, Mar 4, 2015",Los Angeles Clippers,@,40,19,98,93,POR,POR,2015
60,"Thu, Mar 5, 2015",Dallas Mavericks,,41,19,94,75,POR,POR,2015
61,"Sat, Mar 7, 2015",Minnesota Timberwolves,@,41,20,113,121,POR,POR,2015
62,"Wed, Mar 11, 2015",Houston Rockets,,42,20,105,100,POR,POR,2015
63,"Fri, Mar 13, 2015",Detroit Pistons,,43,20,118,99,POR,POR,2015
64,"Sun, Mar 15, 2015",Toronto Raptors,@,44,20,113,97,POR,POR,2015
65,"Mon, Mar 16, 2015",Washington Wizards,@,44,21,97,105,POR,POR,2015
66,"Wed, Mar 18, 2015",Miami Heat,@,44,22,104,108,POR,POR,2015
67,"Fri, Mar 20, 2015",Orlando Magic,@,44,23,104,111,POR,POR,2015
68,"Sat, Mar 21, 2015",Memphis Grizzlies,@,44,24,86,97,POR,POR,2015
69,"Tue, Mar 24, 2015",Golden State Warriors,,44,25,108,122,POR,POR,2015
70,"Wed, Mar 25, 2015",Utah Jazz,@,45,25,92,89,POR,POR,2015
71,"Fri, Mar 27, 2015",Phoenix Suns,@,46,25,87,81,POR,POR,2015
72,"Sat, Mar 28, 2015",Denver Nuggets,,47,25,120,114,POR,POR,2015
73,"Mon, Mar 30, 2015",Phoenix Suns,,48,25,109,86,POR,POR,2015
74,"Wed, Apr 1, 2015",Los Angeles Clippers,,48,26,122,126,POR,POR,2015
75,"Fri, Apr 3, 2015",Los Angeles Lakers,@,49,26,107,77,POR,POR,2015
76,"Sat, Apr 4, 2015",New Orleans Pelicans,,50,26,99,90,POR,POR,2015
77,"Mon, Apr 6, 2015",Brooklyn Nets,@,50,27,96,106,POR,POR,2015
78,"Wed, Apr 8, 2015",Minnesota Timberwolves,,51,27,116,91,POR,POR,2015
79,"Thu, Apr 9, 2015",Golden State Warriors,@,51,28,105,116,POR,POR,2015
80,"Sat, Apr 11, 2015",Utah Jazz,,51,29,105,111,POR,POR,2015
81,"Mon, Apr 13, 2015",Oklahoma City Thunder,@,51,30,90,101,POR,POR,2015
82,"Wed, Apr 15, 2015",Dallas Mavericks,@,51,31,98,114,POR,POR,2015
1,"Wed, Oct 28, 2015",New Orleans Pelicans,W,1,0,112,94,POR,POR,2016
2,"Fri, Oct 30, 2015",Phoenix Suns,L,1,1,92,110,POR,POR,2016
3,"Sat, Oct 31, 2015",Phoenix Suns,L,1,2,90,101,POR,POR,2016
4,"Mon, Nov 2, 2015",Minnesota Timberwolves,W,2,2,106,101,POR,POR,2016
5,"Wed, Nov 4, 2015",Utah Jazz,W,3,2,108,92,POR,POR,2016
6,"Thu, Nov 5, 2015",Memphis Grizzlies,W,4,2,115,96,POR,POR,2016
7,"Sun, Nov 8, 2015",Detroit Pistons,L,4,3,103,120,POR,POR,2016
8,"Mon, Nov 9, 2015",Denver Nuggets,L,4,4,104,108,POR,POR,2016
9,"Wed, Nov 11, 2015",San Antonio Spurs,L,4,5,101,113,POR,POR,2016
10,"Fri, Nov 13, 2015",Memphis Grizzlies,L,4,6,100,101,POR,POR,2016
11,"Sun, Nov 15, 2015",Charlotte Hornets,L,4,7,94,106,POR,POR,2016
12,"Mon, Nov 16, 2015",San Antonio Spurs,L,4,8,80,93,POR,POR,2016
13,"Wed, Nov 18, 2015",Houston Rockets,L,4,9,103,108,POR,POR,2016
14,"Fri, Nov 20, 2015",Los Angeles Clippers,W,5,9,102,91,POR,POR,2016
15,"Sun, Nov 22, 2015",Los Angeles Lakers,W,6,9,107,93,POR,POR,2016
16,"Tue, Nov 24, 2015",Chicago Bulls,L,6,10,88,93,POR,POR,2016
17,"Sat, Nov 28, 2015",Los Angeles Lakers,W,7,10,108,96,POR,POR,2016
18,"Mon, Nov 30, 2015",Los Angeles Clippers,L,7,11,87,102,POR,POR,2016
19,"Tue, Dec 1, 2015",Dallas Mavericks,L,7,12,112,115,POR,POR,2016
20,"Thu, Dec 3, 2015",Indiana Pacers,W,8,12,123,111,POR,POR,2016
21,"Sat, Dec 5, 2015",Minnesota Timberwolves,W,9,12,109,103,POR,POR,2016
22,"Mon, Dec 7, 2015",Milwaukee Bucks,L,9,13,88,90,POR,POR,2016
23,"Tue, Dec 8, 2015",Cleveland Cavaliers,L,9,14,100,105,POR,POR,2016
24,"Fri, Dec 11, 2015",Phoenix Suns,W,10,14,106,96,POR,POR,2016
25,"Sat, Dec 12, 2015",New York Knicks,L,10,15,110,112,POR,POR,2016
26,"Mon, Dec 14, 2015",New Orleans Pelicans,W,11,15,105,101,POR,POR,2016
27,"Wed, Dec 16, 2015",Oklahoma City Thunder,L,11,16,90,106,POR,POR,2016
28,"Fri, Dec 18, 2015",Orlando Magic,L,11,17,94,102,POR,POR,2016
29,"Sun, Dec 20, 2015",Miami Heat,L,11,18,109,116,POR,POR,2016
30,"Mon, Dec 21, 2015",Atlanta Hawks,L,11,19,97,106,POR,POR,2016
31,"Wed, Dec 23, 2015",New Orleans Pelicans,L,11,20,89,115,POR,POR,2016
32,"Sat, Dec 26, 2015",Cleveland Cavaliers,W,12,20,105,76,POR,POR,2016
33,"Sun, Dec 27, 2015",Sacramento Kings,W,13,20,98,94,POR,POR,2016
34,"Wed, Dec 30, 2015",Denver Nuggets,W,14,20,110,103,POR,POR,2016
35,"Thu, Dec 31, 2015",Utah Jazz,L,14,21,96,109,POR,POR,2016
36,"Sun, Jan 3, 2016",Denver Nuggets,W,15,21,112,106,POR,POR,2016
37,"Mon, Jan 4, 2016",Memphis Grizzlies,L,15,22,78,91,POR,POR,2016
38,"Wed, Jan 6, 2016",Los Angeles Clippers,L,15,23,98,109,POR,POR,2016
39,"Fri, Jan 8, 2016",Golden State Warriors,L,15,24,108,128,POR,POR,2016
40,"Sun, Jan 10, 2016",Oklahoma City Thunder,W,16,24,115,110,POR,POR,2016
41,"Wed, Jan 13, 2016",Utah Jazz,W,17,24,99,85,POR,POR,2016
42,"Fri, Jan 15, 2016",Brooklyn Nets,W,18,24,116,104,POR,POR,2016
43,"Sat, Jan 16, 2016",Philadelphia 76ers,L,18,25,89,114,POR,POR,2016
44,"Mon, Jan 18, 2016",Washington Wizards,W,19,25,108,98,POR,POR,2016
45,"Wed, Jan 20, 2016",Atlanta Hawks,L,19,26,98,104,POR,POR,2016
46,"Sat, Jan 23, 2016",Los Angeles Lakers,W,20,26,121,103,POR,POR,2016
47,"Tue, Jan 26, 2016",Sacramento Kings,W,21,26,112,97,POR,POR,2016
48,"Fri, Jan 29, 2016",Charlotte Hornets,W,22,26,109,91,POR,POR,2016
49,"Sun, Jan 31, 2016",Minnesota Timberwolves,W,23,26,96,93,POR,POR,2016
50,"Tue, Feb 2, 2016",Milwaukee Bucks,W,24,26,107,95,POR,POR,2016
51,"Thu, Feb 4, 2016",Toronto Raptors,L,24,27,103,110,POR,POR,2016
52,"Sat, Feb 6, 2016",Houston Rockets,W,25,27,96,79,POR,POR,2016
53,"Mon, Feb 8, 2016",Memphis Grizzlies,W,26,27,112,106,POR,POR,2016
54,"Wed, Feb 10, 2016",Houston Rockets,W,27,27,116,103,POR,POR,2016
55,"Fri, Feb 19, 2016",Golden State Warriors,W,28,27,137,105,POR,POR,2016
56,"Sun, Feb 21, 2016",Utah Jazz,W,29,27,115,111,POR,POR,2016
57,"Tue, Feb 23, 2016",Brooklyn Nets,W,30,27,112,104,POR,POR,2016
58,"Thu, Feb 25, 2016",Houston Rockets,L,30,28,105,119,POR,POR,2016
